index,City,Date,Card Type,Exp Type,Gender,Amount
1251,"Bengaluru, India",1-Jun-14,Platinum,Food,F,250411
1252,"Delhi, India",3-Feb-14,Gold,Food,F,5855
1253,"Greater Mumbai, India",28-Jan-15,Platinum,Food,F,40392
1254,"Delhi, India",27-Jun-14,Silver,Food,F,91553
1255,"Greater Mumbai, India",20-Oct-13,Signature,Food,F,252192
1256,"Ahmedabad, India",26-Jan-15,Signature,Food,F,32558
1257,"Bengaluru, India",9-Jan-14,Platinum,Food,F,105951
1258,"Ahmedabad, India",6-Oct-13,Signature,Food,F,272214
1259,"Greater Mumbai, India",20-Jun-14,Silver,Food,F,29524
1260,"Ahmedabad, India",26-May-15,Platinum,Food,F,204598
1261,"Greater Mumbai, India",16-Nov-14,Silver,Food,F,48509
1262,"Ahmedabad, India",4-May-14,Silver,Food,F,282754
1263,"Delhi, India",15-Mar-14,Signature,Food,F,229616
1264,"Delhi, India",16-Feb-15,Silver,Food,F,106013
1265,"Delhi, India",11-Dec-14,Gold,Food,F,286058
1266,"Bengaluru, India",23-Oct-14,Silver,Food,F,125742
1267,"Ahmedabad, India",3-May-15,Gold,Food,F,144933
1268,"Greater Mumbai, India",23-Apr-14,Silver,Food,F,220697
1269,"Greater Mumbai, India",20-Nov-13,Gold,Food,F,175594
1270,"Bengaluru, India",1-Jul-14,Silver,Food,F,265778
1271,"Delhi, India",28-Jan-14,Gold,Food,F,55810
1272,"Bengaluru, India",16-Aug-14,Platinum,Food,F,206203
1273,"Greater Mumbai, India",4-Mar-15,Silver,Food,F,7060
1274,"Greater Mumbai, India",15-Feb-14,Gold,Food,F,7860
1275,"Ahmedabad, India",28-Jun-14,Platinum,Food,F,19231
1276,"Delhi, India",25-Jul-14,Signature,Food,F,42009
1277,"Greater Mumbai, India",15-Nov-14,Platinum,Food,F,279971
1278,"Ahmedabad, India",15-Aug-14,Silver,Food,F,285069
1279,"Greater Mumbai, India",14-Mar-15,Gold,Food,F,139691
1280,"Delhi, India",13-Sep-14,Signature,Food,F,292802
1281,"Ahmedabad, India",7-Jul-14,Gold,Food,F,227178
1282,"Ahmedabad, India",15-Jul-14,Platinum,Food,F,286253
1283,"Delhi, India",10-May-15,Gold,Food,F,62580
1284,"Ahmedabad, India",2-Mar-15,Gold,Food,F,49377
1285,"Delhi, India",21-Mar-15,Gold,Food,F,31209
1286,"Delhi, India",7-Feb-15,Platinum,Food,F,216621
1287,"Bengaluru, India",15-Feb-15,Silver,Food,F,176319
1288,"Ahmedabad, India",4-Apr-14,Platinum,Food,F,138319
1289,"Greater Mumbai, India",15-Nov-13,Gold,Food,F,237899
1290,"Delhi, India",6-Nov-13,Gold,Food,F,24675
1291,"Greater Mumbai, India",3-Jan-15,Silver,Food,F,286519
1292,"Greater Mumbai, India",17-Oct-14,Platinum,Food,F,184863
1293,"Bengaluru, India",6-Apr-14,Platinum,Food,F,179158
1294,"Greater Mumbai, India",30-Oct-13,Silver,Food,F,274080
1295,"Greater Mumbai, India",2-Dec-13,Platinum,Food,F,289492
1296,"Bengaluru, India",10-Feb-14,Silver,Food,F,114172
1297,"Bengaluru, India",27-Mar-15,Silver,Food,F,254719
1298,"Delhi, India",29-Nov-14,Platinum,Food,F,221174
1299,"Bengaluru, India",3-Dec-13,Gold,Food,F,200916
1300,"Ahmedabad, India",27-Jan-15,Gold,Food,F,88226
1301,"Bengaluru, India",13-Oct-14,Gold,Food,F,116536
1302,"Ahmedabad, India",21-Jul-14,Gold,Food,F,162099
1303,"Ahmedabad, India",3-Mar-14,Platinum,Food,F,126889
1304,"Ahmedabad, India",26-Aug-14,Silver,Food,F,23769
1305,"Greater Mumbai, India",20-Oct-14,Gold,Food,F,291384
1306,"Delhi, India",3-May-15,Platinum,Food,F,94759
1307,"Bengaluru, India",10-Jun-14,Gold,Food,F,167780
1308,"Ahmedabad, India",18-Feb-15,Gold,Food,F,73935
1309,"Delhi, India",6-Nov-13,Signature,Food,F,34676
1310,"Delhi, India",23-Apr-15,Platinum,Food,F,28127
1311,"Greater Mumbai, India",22-Feb-14,Silver,Food,F,299699
1312,"Delhi, India",27-Jun-14,Platinum,Food,F,202490
1313,"Delhi, India",27-Dec-13,Signature,Food,F,282542
1314,"Ahmedabad, India",3-Nov-14,Gold,Food,F,284069
1315,"Bengaluru, India",18-Jun-14,Silver,Food,F,162527
1316,"Delhi, India",28-Feb-14,Silver,Food,F,234921
1317,"Greater Mumbai, India",29-Jun-14,Silver,Food,F,143923
1318,"Ahmedabad, India",13-Feb-14,Silver,Food,F,37496
1319,"Greater Mumbai, India",12-Feb-14,Platinum,Food,F,233639
1320,"Delhi, India",20-Mar-15,Silver,Food,F,1709
1321,"Bengaluru, India",30-Mar-14,Platinum,Food,F,116996
1322,"Delhi, India",28-Sep-14,Signature,Food,F,280310
1323,"Greater Mumbai, India",30-May-14,Silver,Food,F,202192
1324,"Bengaluru, India",6-Mar-14,Gold,Food,F,75042
1325,"Greater Mumbai, India",24-Oct-14,Silver,Food,F,107999
1326,"Bengaluru, India",4-Mar-14,Signature,Food,F,74297
1327,"Bengaluru, India",10-Dec-13,Signature,Food,F,187609
1328,"Ahmedabad, India",24-Oct-14,Platinum,Food,F,206434
1329,"Bengaluru, India",12-Jan-15,Gold,Food,F,268746
1330,"Delhi, India",18-Mar-14,Silver,Food,F,16659
1331,"Bengaluru, India",6-Dec-14,Silver,Food,F,106206
1332,"Ahmedabad, India",25-Jul-14,Silver,Food,F,214753
1333,"Bengaluru, India",7-Jan-14,Platinum,Food,F,155846
1334,"Delhi, India",16-Jul-14,Gold,Food,F,183232
1335,"Delhi, India",24-Mar-15,Silver,Food,F,34071
1336,"Bengaluru, India",29-Oct-14,Signature,Food,F,157364
1337,"Bengaluru, India",19-Jan-14,Silver,Food,F,4590
1338,"Greater Mumbai, India",27-Jan-15,Gold,Food,F,39399
1339,"Delhi, India",28-Mar-14,Platinum,Food,F,65563
1340,"Bengaluru, India",24-Aug-14,Silver,Food,F,124929
1341,"Greater Mumbai, India",21-Apr-15,Signature,Food,F,120368
1342,"Delhi, India",12-May-15,Gold,Food,F,17328
1343,"Delhi, India",17-Nov-14,Signature,Food,F,160848
1344,"Bengaluru, India",18-May-14,Silver,Food,F,203193
1345,"Delhi, India",26-May-14,Silver,Food,F,285839
1346,"Bengaluru, India",17-Sep-14,Silver,Food,F,167379
1347,"Greater Mumbai, India",12-Dec-13,Silver,Food,F,198603
1348,"Bengaluru, India",16-Jan-15,Platinum,Food,F,233680
1349,"Bengaluru, India",11-Mar-14,Gold,Food,F,263367
1350,"Ahmedabad, India",12-Nov-13,Gold,Food,F,8498
1351,"Ahmedabad, India",11-Mar-15,Platinum,Food,F,163305
1352,"Bengaluru, India",12-Apr-14,Silver,Food,F,216694
1353,"Greater Mumbai, India",15-Feb-14,Silver,Food,F,84646
1354,"Bengaluru, India",24-Oct-13,Silver,Food,F,107100
1355,"Greater Mumbai, India",13-Mar-15,Platinum,Food,F,175368
1356,"Delhi, India",20-Feb-15,Platinum,Food,F,141057
1357,"Greater Mumbai, India",9-Mar-14,Platinum,Food,F,264153
1358,"Delhi, India",11-Sep-14,Silver,Food,F,230149
1359,"Bengaluru, India",2-May-15,Signature,Food,F,224398
1360,"Bengaluru, India",6-Feb-14,Gold,Food,F,221042
1361,"Bengaluru, India",27-Feb-15,Signature,Food,F,285102
1362,"Bengaluru, India",4-Nov-13,Gold,Food,F,225377
1363,"Greater Mumbai, India",4-Mar-14,Platinum,Food,F,205814
1364,"Greater Mumbai, India",2-Nov-13,Gold,Food,F,104262
1365,"Delhi, India",2-Jun-14,Silver,Food,F,216314
1366,"Greater Mumbai, India",1-Mar-15,Platinum,Food,F,231007
1367,"Bengaluru, India",16-Jun-14,Platinum,Food,F,25156
1368,"Bengaluru, India",31-Oct-14,Signature,Food,F,108720
1369,"Bengaluru, India",29-Jul-14,Gold,Food,F,211772
1370,"Delhi, India",13-Jul-14,Gold,Food,F,22909
1371,"Greater Mumbai, India",24-Dec-14,Signature,Food,F,10720
1372,"Greater Mumbai, India",5-May-15,Gold,Food,F,291730
1373,"Greater Mumbai, India",29-Oct-14,Signature,Food,F,197919
1374,"Greater Mumbai, India",20-Dec-14,Signature,Food,F,106666
1375,"Ahmedabad, India",13-Sep-14,Silver,Food,F,94924
1376,"Ahmedabad, India",9-Apr-15,Silver,Food,F,122939
1377,"Delhi, India",27-Dec-14,Silver,Food,F,188366
1378,"Bengaluru, India",18-Oct-13,Signature,Food,F,142140
1379,"Greater Mumbai, India",29-Oct-14,Platinum,Food,F,261122
1380,"Ahmedabad, India",8-Sep-14,Silver,Food,F,214821
1381,"Greater Mumbai, India",7-Dec-14,Gold,Food,F,249091
1382,"Bengaluru, India",9-Sep-14,Signature,Food,F,162893
1383,"Bengaluru, India",29-Mar-14,Gold,Food,F,200847
1384,"Ahmedabad, India",20-Jun-14,Silver,Food,F,54482
1385,"Greater Mumbai, India",8-Mar-14,Silver,Food,F,105710
1386,"Ahmedabad, India",27-Aug-14,Silver,Food,F,101429
1387,"Delhi, India",21-Aug-14,Silver,Food,F,95456
1388,"Delhi, India",5-Sep-14,Platinum,Food,F,26231
1389,"Bengaluru, India",19-Dec-13,Silver,Food,F,81511
1390,"Bengaluru, India",6-Apr-15,Signature,Food,F,253357
1391,"Ahmedabad, India",21-May-15,Silver,Food,F,97311
1392,"Delhi, India",27-Oct-14,Signature,Food,F,277422
1393,"Ahmedabad, India",26-Mar-15,Platinum,Food,F,121871
1394,"Delhi, India",14-Jun-14,Signature,Food,F,24245
1395,"Greater Mumbai, India",19-Feb-15,Platinum,Food,F,186838
1396,"Delhi, India",24-Feb-14,Gold,Food,F,85288
1397,"Delhi, India",12-Dec-13,Gold,Food,F,225076
1398,"Bengaluru, India",25-Oct-13,Signature,Food,F,225578
1399,"Bengaluru, India",24-Mar-14,Signature,Food,F,232430
1400,"Delhi, India",18-Feb-14,Signature,Food,F,243863
1401,"Greater Mumbai, India",26-Feb-15,Platinum,Food,F,5706
1402,"Delhi, India",7-Jul-14,Silver,Food,F,298981
1403,"Ahmedabad, India",11-Dec-13,Gold,Food,F,137916
1404,"Ahmedabad, India",4-Sep-14,Platinum,Food,F,14319
1405,"Delhi, India",18-Feb-14,Platinum,Food,F,257498
1406,"Greater Mumbai, India",12-May-14,Platinum,Food,F,292219
1407,"Bengaluru, India",11-Nov-14,Silver,Food,F,210738
1408,"Delhi, India",23-Aug-14,Signature,Food,F,63778
1409,"Delhi, India",26-Sep-14,Gold,Food,F,29148
1410,"Ahmedabad, India",3-Jul-14,Signature,Food,F,224634
1411,"Bengaluru, India",13-Apr-14,Gold,Food,F,77425
1412,"Bengaluru, India",15-Dec-14,Gold,Food,F,196777
1413,"Greater Mumbai, India",6-Mar-15,Signature,Food,F,155694
1414,"Delhi, India",2-Dec-14,Signature,Food,F,30417
1415,"Ahmedabad, India",22-Mar-14,Platinum,Food,F,232618
1416,"Greater Mumbai, India",26-Nov-13,Gold,Food,F,6645
1417,"Greater Mumbai, India",1-Oct-14,Platinum,Food,F,5545
1418,"Greater Mumbai, India",11-May-15,Silver,Food,F,40135
1419,"Ahmedabad, India",23-Sep-14,Platinum,Food,F,99325
1420,"Bengaluru, India",15-Jan-14,Gold,Food,F,210654
1421,"Ahmedabad, India",6-Nov-13,Platinum,Food,F,15933
1422,"Ahmedabad, India",19-Nov-14,Gold,Food,F,7528
1423,"Greater Mumbai, India",1-May-15,Platinum,Food,F,199240
1424,"Delhi, India",3-Oct-14,Silver,Food,F,161437
1425,"Ahmedabad, India",29-Jun-14,Signature,Food,F,5100
1426,"Greater Mumbai, India",8-Nov-13,Gold,Food,F,56532
1427,"Ahmedabad, India",6-Sep-14,Silver,Food,F,94074
1428,"Greater Mumbai, India",6-Dec-13,Signature,Food,F,168912
1429,"Greater Mumbai, India",20-Apr-15,Platinum,Food,F,126623
1430,"Ahmedabad, India",8-Feb-14,Silver,Food,F,39986
1431,"Ahmedabad, India",20-Apr-14,Platinum,Food,F,99355
1432,"Bengaluru, India",23-Oct-13,Platinum,Food,F,298243
1433,"Delhi, India",10-Mar-15,Platinum,Food,F,124069
1434,"Delhi, India",21-Jan-14,Signature,Food,F,144126
1435,"Delhi, India",9-Mar-14,Signature,Food,F,270539
1436,"Greater Mumbai, India",25-May-15,Gold,Food,F,134904
1437,"Ahmedabad, India",3-Aug-14,Gold,Food,F,196856
1438,"Bengaluru, India",9-Mar-14,Platinum,Food,F,286346
1439,"Greater Mumbai, India",23-Dec-13,Gold,Food,M,260246
1440,"Bengaluru, India",23-May-15,Platinum,Food,F,43454
1441,"Greater Mumbai, India",22-Jul-14,Signature,Food,M,155937
1442,"Delhi, India",18-Jan-15,Silver,Food,F,243051
1443,"Ahmedabad, India",1-May-14,Platinum,Food,M,61531
1444,"Bengaluru, India",9-Jan-14,Silver,Food,F,293821
1445,"Ahmedabad, India",17-Apr-14,Signature,Food,F,217077
1446,"Greater Mumbai, India",5-May-15,Signature,Food,F,1448
1447,"Bengaluru, India",9-Dec-14,Gold,Food,M,46535
1448,"Ahmedabad, India",8-Sep-14,Gold,Food,M,120827
1449,"Ahmedabad, India",20-Jan-14,Gold,Food,M,194872
1450,"Bengaluru, India",22-Apr-14,Platinum,Food,M,282158
1451,"Greater Mumbai, India",6-Mar-15,Platinum,Food,F,10561
1452,"Ahmedabad, India",18-Jul-14,Platinum,Food,F,167731
1453,"Greater Mumbai, India",27-Feb-14,Silver,Food,F,285278
1454,"Greater Mumbai, India",16-Aug-14,Platinum,Food,M,120872
1455,"Delhi, India",19-Nov-14,Platinum,Food,F,230248
1456,"Bengaluru, India",30-May-14,Platinum,Food,M,178023
1457,"Delhi, India",25-Dec-14,Platinum,Food,M,190596
1458,"Greater Mumbai, India",12-Nov-14,Silver,Food,F,28393
1459,"Delhi, India",30-Nov-13,Gold,Food,M,12912
1460,"Greater Mumbai, India",22-May-15,Silver,Food,F,198735
1461,"Bengaluru, India",9-Jul-14,Gold,Food,M,204192
1462,"Delhi, India",2-Mar-14,Gold,Food,F,134861
1463,"Bengaluru, India",4-Apr-15,Gold,Food,F,35948
1464,"Greater Mumbai, India",16-Oct-13,Platinum,Food,M,147588
1465,"Delhi, India",15-Feb-15,Platinum,Food,F,296617
1466,"Delhi, India",19-Apr-15,Platinum,Food,M,117543
1467,"Delhi, India",15-Apr-15,Signature,Food,M,200079
1468,"Greater Mumbai, India",7-Mar-14,Signature,Food,M,254660
1469,"Delhi, India",11-Aug-14,Platinum,Food,M,217111
1470,"Delhi, India",14-Jan-14,Signature,Food,M,55986
1471,"Ahmedabad, India",2-Nov-14,Silver,Food,F,105550
1472,"Greater Mumbai, India",29-Oct-14,Gold,Food,F,218728
1473,"Bengaluru, India",9-Mar-14,Silver,Food,M,26914
1474,"Greater Mumbai, India",5-Nov-14,Platinum,Food,M,257242
1475,"Bengaluru, India",26-Jan-14,Platinum,Food,F,150126
1476,"Bengaluru, India",22-Sep-14,Silver,Food,F,113220
1477,"Ahmedabad, India",21-Apr-15,Silver,Food,M,181913
1478,"Bengaluru, India",27-Jun-14,Platinum,Food,M,191433
1479,"Delhi, India",31-Oct-13,Signature,Food,M,61684
1480,"Bengaluru, India",2-Mar-14,Platinum,Food,M,259073
1481,"Greater Mumbai, India",15-Nov-14,Gold,Food,M,160077
1482,"Bengaluru, India",18-Dec-14,Silver,Food,M,17774
1483,"Bengaluru, India",14-Feb-15,Signature,Food,M,138345
1484,"Delhi, India",22-Nov-13,Silver,Food,F,129695
1485,"Greater Mumbai, India",14-Apr-15,Signature,Food,M,275861
1486,"Greater Mumbai, India",4-Dec-14,Gold,Food,F,77327
1487,"Bengaluru, India",2-Dec-13,Platinum,Food,F,108132
1488,"Greater Mumbai, India",28-Jan-15,Platinum,Food,M,129565
1489,"Ahmedabad, India",27-Mar-15,Platinum,Food,M,141292
1490,"Ahmedabad, India",9-Jan-14,Gold,Food,M,224328
1491,"Bengaluru, India",26-May-15,Platinum,Food,M,223595
1492,"Bengaluru, India",14-Aug-14,Platinum,Food,M,171954
1493,"Ahmedabad, India",19-Feb-15,Silver,Food,M,112840
1494,"Ahmedabad, India",20-Feb-15,Silver,Food,F,81284
1495,"Bengaluru, India",2-Dec-13,Silver,Food,M,206702
1496,"Delhi, India",28-Aug-14,Signature,Food,M,267378
1497,"Greater Mumbai, India",11-Apr-14,Platinum,Food,M,225187
1498,"Delhi, India",19-Nov-14,Platinum,Food,F,286760
1499,"Ahmedabad, India",30-Oct-13,Signature,Food,F,156754
1500,"Greater Mumbai, India",22-Jan-15,Signature,Food,M,291525
1501,"Ahmedabad, India",6-May-14,Signature,Food,F,32787
1502,"Bengaluru, India",31-Oct-13,Signature,Food,F,157079
1503,"Bengaluru, India",9-Mar-15,Silver,Food,M,292012
1504,"Greater Mumbai, India",12-Mar-15,Platinum,Food,M,221959
1505,"Delhi, India",22-Dec-13,Gold,Food,F,44684
1506,"Ahmedabad, India",1-Nov-13,Signature,Food,F,46798
1507,"Greater Mumbai, India",10-May-14,Platinum,Food,M,291612
1508,"Ahmedabad, India",10-May-14,Platinum,Food,F,27562
1509,"Delhi, India",20-Feb-15,Signature,Food,M,269997
1510,"Greater Mumbai, India",30-Dec-13,Signature,Food,F,208894
1511,"Ahmedabad, India",5-Apr-15,Gold,Food,F,170152
1512,"Greater Mumbai, India",2-Nov-13,Gold,Food,M,225966
1513,"Delhi, India",13-Feb-14,Silver,Food,M,229833
1514,"Bengaluru, India",3-Aug-14,Gold,Food,F,28243
1515,"Delhi, India",16-Apr-15,Silver,Food,F,242728
1516,"Ahmedabad, India",13-May-15,Platinum,Food,F,116446
1517,"Greater Mumbai, India",2-Jan-14,Signature,Food,M,13705
1518,"Greater Mumbai, India",20-Aug-14,Platinum,Food,F,45763
1519,"Ahmedabad, India",31-Mar-14,Platinum,Food,F,287078
1520,"Delhi, India",9-Apr-14,Silver,Food,M,41778
1521,"Delhi, India",4-Oct-13,Gold,Food,M,281924
1522,"Greater Mumbai, India",22-Oct-13,Silver,Food,F,234204
1523,"Bengaluru, India",28-Jan-14,Gold,Food,M,193947
1524,"Greater Mumbai, India",15-Jan-15,Silver,Food,M,82828
1525,"Ahmedabad, India",21-Dec-14,Signature,Food,F,35850
1526,"Bengaluru, India",19-Dec-13,Platinum,Food,F,179096
1527,"Bengaluru, India",6-Jul-14,Silver,Food,F,158016
1528,"Ahmedabad, India",5-Aug-14,Gold,Food,F,238194
1529,"Ahmedabad, India",27-May-14,Silver,Food,F,179401
1530,"Ahmedabad, India",6-Mar-14,Platinum,Food,F,176516
1531,"Greater Mumbai, India",12-Jul-14,Gold,Food,F,225027
1532,"Delhi, India",4-Oct-14,Signature,Food,M,186065
1533,"Bengaluru, India",24-Jan-15,Signature,Food,F,288201
1534,"Ahmedabad, India",11-Nov-13,Gold,Food,M,53169
1535,"Delhi, India",8-Jul-14,Platinum,Food,M,225523
1536,"Greater Mumbai, India",11-Jan-15,Gold,Food,M,124637
1537,"Greater Mumbai, India",11-Dec-13,Silver,Food,F,14641
1538,"Bengaluru, India",26-Mar-14,Signature,Food,F,235782
1539,"Ahmedabad, India",20-Nov-13,Gold,Food,M,292270
1540,"Ahmedabad, India",17-Jan-15,Silver,Food,M,236351
1541,"Ahmedabad, India",20-Jun-14,Silver,Food,F,53360
1542,"Bengaluru, India",9-Apr-14,Signature,Food,M,256852
1543,"Bengaluru, India",2-Nov-14,Silver,Food,F,285360
1544,"Bengaluru, India",6-May-14,Platinum,Food,F,74602
1545,"Delhi, India",12-Nov-13,Gold,Food,F,274032
1546,"Delhi, India",20-Feb-15,Silver,Food,M,298953
1547,"Delhi, India",26-Jan-14,Signature,Food,F,226180
1548,"Delhi, India",28-Nov-13,Silver,Food,M,149045
1549,"Delhi, India",17-Dec-14,Platinum,Food,M,258878
1550,"Ahmedabad, India",31-Jan-15,Signature,Food,F,76493
1551,"Ahmedabad, India",8-Nov-14,Signature,Food,M,141574
1552,"Delhi, India",17-Mar-14,Platinum,Food,M,222219
1553,"Delhi, India",14-Oct-13,Silver,Food,F,237812
1554,"Bengaluru, India",23-Dec-13,Gold,Food,M,44203
1555,"Delhi, India",27-Dec-14,Gold,Food,M,232402
1556,"Delhi, India",22-May-14,Platinum,Food,F,82849
1557,"Delhi, India",7-Jan-15,Silver,Food,F,257716
1558,"Delhi, India",5-Nov-13,Signature,Food,F,272060
1559,"Bengaluru, India",17-Jul-14,Signature,Food,M,160400
1560,"Bengaluru, India",8-Oct-14,Platinum,Food,M,193063
1561,"Ahmedabad, India",29-Mar-15,Gold,Food,F,56294
1562,"Delhi, India",18-May-15,Platinum,Food,F,120532
1563,"Delhi, India",29-Jun-14,Platinum,Food,M,200031
1564,"Ahmedabad, India",15-Oct-13,Platinum,Food,M,53028
1565,"Greater Mumbai, India",21-Dec-14,Signature,Food,M,131428
1566,"Greater Mumbai, India",4-Aug-14,Platinum,Food,M,93654
1567,"Greater Mumbai, India",15-Jan-14,Silver,Food,F,240746
1568,"Delhi, India",2-Jul-14,Platinum,Food,M,115547
1569,"Bengaluru, India",7-Oct-14,Signature,Food,M,203143
1570,"Bengaluru, India",26-May-14,Platinum,Food,M,3445
1571,"Ahmedabad, India",15-Oct-13,Signature,Food,M,107217
1572,"Bengaluru, India",15-Feb-15,Gold,Food,F,286893
1573,"Greater Mumbai, India",27-Dec-13,Gold,Food,F,76763
1574,"Greater Mumbai, India",15-Nov-14,Platinum,Food,F,204583
1575,"Greater Mumbai, India",15-Nov-14,Signature,Food,F,92565
1576,"Delhi, India",13-Oct-13,Silver,Food,F,216522
1577,"Delhi, India",29-May-14,Platinum,Food,F,108852
1578,"Delhi, India",4-Nov-13,Gold,Food,F,14332
1579,"Ahmedabad, India",19-Oct-14,Silver,Food,M,31682
1580,"Greater Mumbai, India",3-Jul-14,Signature,Food,F,89259
1581,"Greater Mumbai, India",16-Apr-15,Platinum,Food,M,84571
1582,"Bengaluru, India",24-Feb-15,Signature,Food,M,86536
1583,"Bengaluru, India",22-Apr-15,Platinum,Food,F,203517
1584,"Ahmedabad, India",13-Jun-14,Platinum,Food,M,107962
1585,"Delhi, India",4-Feb-14,Signature,Food,M,155282
1586,"Greater Mumbai, India",25-May-14,Gold,Food,F,182306
1587,"Greater Mumbai, India",6-Apr-14,Silver,Food,M,215423
1588,"Ahmedabad, India",12-Oct-13,Signature,Food,M,123647
1589,"Bengaluru, India",16-May-15,Silver,Food,M,241280
1590,"Ahmedabad, India",6-Mar-14,Gold,Entertainment,F,97671
1591,"Ahmedabad, India",15-Jan-14,Silver,Grocery,M,257180
1592,"Ahmedabad, India",23-Sep-14,Platinum,Entertainment,F,52337
1593,"Bengaluru, India",21-May-14,Signature,Bills,M,180255
1594,"Bengaluru, India",9-Jul-14,Gold,Bills,F,239046
1595,"Ahmedabad, India",13-May-15,Silver,Food,F,92602
1596,"Delhi, India",11-Mar-14,Platinum,Grocery,F,140717
1597,"Ahmedabad, India",26-Feb-14,Signature,Grocery,M,244560
1598,"Greater Mumbai, India",17-Mar-15,Signature,Fuel,M,56280
1599,"Greater Mumbai, India",9-Jul-14,Gold,Grocery,F,107671
1600,"Delhi, India",17-Mar-15,Silver,Grocery,F,243760
1601,"Delhi, India",20-Jan-15,Signature,Grocery,F,195153
1602,"Bengaluru, India",30-Dec-14,Signature,Fuel,F,76172
1603,"Ahmedabad, India",5-Jan-14,Platinum,Fuel,F,88952
1604,"Delhi, India",18-Nov-13,Gold,Fuel,F,248133
1605,"Bengaluru, India",1-Sep-14,Platinum,Food,M,167325
1606,"Delhi, India",7-Nov-13,Silver,Food,M,277090
1607,"Greater Mumbai, India",18-Sep-14,Silver,Fuel,M,297113
1608,"Ahmedabad, India",24-Aug-14,Silver,Grocery,F,171827
1609,"Ahmedabad, India",16-Jun-14,Signature,Entertainment,M,237922
1610,"Ahmedabad, India",14-Apr-14,Platinum,Bills,F,4607
1611,"Delhi, India",25-Oct-13,Silver,Grocery,M,38793
1612,"Delhi, India",4-Oct-13,Gold,Grocery,M,125616
1613,"Ahmedabad, India",30-Oct-14,Gold,Grocery,F,263920
1614,"Greater Mumbai, India",10-Nov-14,Platinum,Bills,F,53692
1615,"Bengaluru, India",5-Sep-14,Signature,Entertainment,F,279334
1616,"Delhi, India",11-Aug-14,Signature,Fuel,F,74223
1617,"Ahmedabad, India",14-Oct-13,Signature,Grocery,M,254257
1618,"Greater Mumbai, India",5-Jan-15,Silver,Fuel,M,82669
1619,"Ahmedabad, India",19-Jul-14,Platinum,Entertainment,F,4802
1620,"Ahmedabad, India",2-Mar-14,Signature,Grocery,F,92868
1621,"Greater Mumbai, India",4-Aug-14,Silver,Food,F,246960
1622,"Ahmedabad, India",5-Feb-15,Gold,Entertainment,M,234132
1623,"Delhi, India",18-Dec-13,Signature,Grocery,F,108361
1624,"Greater Mumbai, India",11-Nov-14,Platinum,Entertainment,M,193648
1625,"Delhi, India",24-Oct-14,Signature,Food,F,252615
1626,"Delhi, India",6-Feb-15,Silver,Fuel,F,70556
1627,"Bengaluru, India",9-Apr-14,Silver,Food,F,155285
1628,"Delhi, India",27-May-14,Silver,Grocery,F,211586
1629,"Greater Mumbai, India",12-Nov-14,Platinum,Entertainment,F,95213
1630,"Greater Mumbai, India",20-May-15,Platinum,Grocery,M,219695
1631,"Delhi, India",7-Sep-14,Gold,Food,M,238133
1632,"Delhi, India",7-Jun-14,Gold,Food,M,219839
1633,"Greater Mumbai, India",6-Mar-15,Gold,Grocery,M,96470
1634,"Delhi, India",4-Mar-15,Platinum,Bills,M,92367
1635,"Greater Mumbai, India",16-Jun-14,Signature,Grocery,F,242551
1636,"Delhi, India",13-May-15,Signature,Grocery,M,183035
1637,"Delhi, India",29-Nov-13,Signature,Food,M,295910
1638,"Greater Mumbai, India",13-May-15,Platinum,Bills,M,185838
1639,"Greater Mumbai, India",11-Jan-15,Silver,Fuel,F,5904
1640,"Greater Mumbai, India",27-Nov-13,Gold,Food,M,28977
1641,"Ahmedabad, India",20-Apr-14,Platinum,Grocery,F,12418
1642,"Bengaluru, India",30-Mar-15,Gold,Bills,F,129648
1643,"Delhi, India",22-May-15,Gold,Entertainment,M,298651
1644,"Ahmedabad, India",26-Jan-14,Silver,Grocery,F,115901
1645,"Ahmedabad, India",4-Mar-15,Signature,Bills,F,187115
1646,"Delhi, India",15-Apr-15,Signature,Grocery,M,173434
1647,"Ahmedabad, India",13-Oct-13,Gold,Bills,F,238211
1648,"Delhi, India",23-Dec-13,Signature,Bills,M,85606
1649,"Bengaluru, India",7-Sep-14,Signature,Food,M,69425
1650,"Ahmedabad, India",24-Oct-14,Silver,Entertainment,M,31959
1651,"Bengaluru, India",2-May-15,Signature,Food,M,46999
1652,"Ahmedabad, India",25-Dec-14,Platinum,Entertainment,F,38358
1653,"Greater Mumbai, India",21-Feb-15,Signature,Fuel,F,161706
1654,"Delhi, India",5-Jun-14,Platinum,Grocery,M,85513
1655,"Delhi, India",8-Aug-14,Silver,Food,F,226766
1656,"Ahmedabad, India",8-Oct-13,Signature,Fuel,F,57789
1657,"Ahmedabad, India",26-Nov-14,Gold,Bills,F,158466
1658,"Greater Mumbai, India",16-Jan-14,Platinum,Entertainment,M,123357
1659,"Bengaluru, India",27-Jun-14,Gold,Grocery,F,294087
1660,"Greater Mumbai, India",29-May-14,Silver,Fuel,M,251416
1661,"Greater Mumbai, India",24-Feb-14,Platinum,Entertainment,F,13302
1662,"Greater Mumbai, India",25-Aug-14,Platinum,Food,M,82439
1663,"Ahmedabad, India",1-Jun-14,Platinum,Entertainment,F,148121
1664,"Greater Mumbai, India",18-Jan-15,Signature,Entertainment,M,121419
1665,"Bengaluru, India",9-Aug-14,Gold,Fuel,M,131161
